"number","sentence","label1"
"826","The funeral was scheduled for the noon but was held in the morning because ""the family just didn't want any more publicity ","funeral"
"827","A bell rings too while funerals process from one of the churches to the graveyard ","funeral"
"828","Although his funeral took place during the holiday, hundreds of people came to accompany him on his final journey ","funeral"
"829","Her funeral took place at All Saints Church on the noon of 30 December 2016, in Hataitai, Wellington ","funeral"
"830","The birds' cacophonous ""funerals"" can last for up to half an hour ","funeral"
"831","A funeral service that was broadcast on the Internet took place three days later at the Green Hills Memorial Park in Palo Verde, California ","funeral"
"832","The funeral will be held Tuesday midday at 1 o'clock, from his residence ","funeral"
"833","The funeral took place at Forest Lawn Memorial Park, Hollywood Hills on 20 August 1977 with among the pallbearers Tom Jones and Gilbert O'Sullivan ","funeral"
"834","The final stage of the funeral was a journey of to his birthplace of in western France ","funeral"
"835","The two are heartbroken over their eternal separation, and the husband then holds a funeral for her as if she were a human being. ","funeral"
"836","Funeral services will be conducted at 2 o'clock Monday afternoon at local undertaking parlors ","funeral"
"837","Over the next few days, friends and relatives of his victims are facing the prospect of dozens more funerals. ","funeral"
"838","The funeral will take place this (Monday) afternoon, at 2 o'clock, from Trinity Church, and will be attended by the City authorities ","funeral"
"839","One of his last voyages to England was to attend her funeral as one of the chief mourners ","funeral"
"840","At Monk?s funeral service in 1982, it was mentioned in his eulogy that he took classes in harmony and arrangement at Juilliard ","funeral"
"841","Hughes had eight siblings (three sisters and five brothers), all of whom attended his funeral ","funeral"
"842","The funeral began in Salmaniya medical complex and ended in Mahooz graveyard ","funeral"
"843","His funeral was attended by 80 family members and friends at Forest Lawn Memorial Park in Burnaby, where he was buried ","funeral"
"844","In response, the players threw down their racquets and knelt down around the bird, in an impromptu funeral ","funeral"
"845","His funeral was held the following afternoon at Northern Suburbs Crematorium ","funeral"
"846","His funeral was held at the Old North Church in the Forest Lawn Memorial Park in the Hollywood Hills ","funeral"
"847","An important ritual during such funeral rites is ''bangsukun'' (, from Pali offering of cloth to monks on behalf of the dead ","funeral"
"848","These are the burials of the Confederate soldiers and the Mexican boy ","funeral"
"849","He was given a public funeral at which nearly 2,000 North Monk boys marched in procession ","funeral"
"850","Her funeral was held on December 22 at Forest Lawn Memorial Park ","funeral"
"851","The bird the children found has died, and the children, assisted by the adults, hold a funeral for it ","funeral"
"852","They catch up with Toni only to discover that her brother's funeral is soon and she is running away with the intention of being present there ","funeral"
"853","Summer's funeral service was held in Christ Presbyterian Church in Nashville, Tennessee, on the afternoon of May 23, 2012 ","funeral"
"854","Following the reception for Payne, his funeral was then held on 27 April 2013 at twelve midday and the burial then took place in St ","funeral"
"855","He watches the funeral from afar, and proceeds to bury the lad alone once the other mourners leave ","funeral"
"856","The funerals of his mother, brother and sister were all held in his absence ","funeral"
"857","Afterward, the boys return home in time to crash their own funerals ","funeral"
"858","Churchill's funeral was the largest gathering of world leaders during the 1960s?and, at that time, in history ","funeral"
"859","She travels to someone's funeral for two weeks, leaving lad in charge ","funeral"
"860","His funeral at Little Church of Flowers at Forest Lawn Memorial Park was attended by few ","funeral"
"861","Following the burial, everyone returns to the church hall for afternoon lunch and eulogy ","funeral"
"862","The name of the western constellation in modern Chinese is ??? (''ti?n h? zu?''), meaning ""the heaven crane constellation"" ","galaxy"
"863","Its position in the sky makes it a so-called Trojan asteroid - a type previously detected only at Jupiter, Neptune and Mars. ","galaxy"
